City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
455,Saint-Joseph,RE,66.2,few clouds,-21.37,55.62,"""Plantation Bed and Breakfast"
456,Puerto Del Rosario,ES,73.4,few clouds,28.5,-13.86,Hotel JM Puerto del Rosario
457,Yenagoa,NG,74.46,overcast clouds,4.92,6.26,Amba Hotels Limited
458,Carballo,ES,60.8,clear sky,43.21,-8.69,Pazo do Souto
459,Neijiang,CN,69.22,clear sky,29.58,105.06,Han'an Hotel
460,Nabire,ID,79.93,overcast clouds,-3.37,135.48,Hotel Nusantara Nabire
461,Samfya,ZM,58.12,clear sky,-11.36,29.56,Chita Lodge Samfya
462,Payo,ID,72.36,overcast clouds,-3.75,103.64,Mess keban agung
463,Kemalpasa,TR,77.0,clear sky,38.43,27.42,Su Perisi Otel
466,Kudahuvadhoo,MV,82.4,light rain,2.67,72.89,Kudahuvadhoo Retreat
468,Atherton,GB,54.0,broken clouds,53.52,-2.49,The Mercury Motel
469,Altamira,BR,80.06,scattered clouds,-3.2,-52.21,Requinte Hotel
470,Antsohihy,MG,63.52,clear sky,-14.88,47.99,Hotel de Ville
471,Kalaleh,IR,71.6,clear sky,37.38,55.49,عطر و ادکلن پارسیس
472,Praia,CV,80.6,broken clouds,14.92,-23.51,LT Aparthotel
473,Bandarbeyla,SO,75.67,broken clouds,9.49,50.81,REER XOOSHLE GROUP
474,San Cosme Y Damian,PY,62.6,broken clouds,-27.32,-56.35,Posada Turística Aguapey
475,Asau,RO,55.99,light rain,46.43,26.4,Casa Mika Ciobanus
476,Hamada,JP,77.85,overcast clouds,34.88,132.08,Shimane Hamada Washington Hotel Plaza
477,Brainerd,US,72.0,clear sky,46.36,-94.2,Holiday Inn Express & Suites Brainerd-Baxter
478,Mpanda,TZ,71.56,broken clouds,-6.37,31.04,CH Hotel - Mpanda
479,Chaman,PK,64.47,clear sky,30.92,66.45,Niamatt parda Center
480,Marshall,US,84.99,clear sky,34.38,-86.33,Lake Guntersville Bed and Breakfast
481,Sept-Iles,CA,53.6,few clouds,50.2,-66.38,Comfort Inn
482,Morehead,US,84.2,clear sky,37.27,-87.18,CCI Express Inn
483,Jacareacanga,BR,89.87,broken clouds,-6.22,-57.75,Casa do Ian😎
484,Lima,PE,60.8,overcast clouds,-12.04,-77.03,Gran Hotel Bolivar Lima
485,Antigonish,CA,66.99,scattered clouds,45.62,-62.0,Claymore Inn and Suites
486,Hadejia,NG,77.65,scattered clouds,12.45,10.04,Access
488,Nantucket,US,71.6,clear sky,41.28,-70.1,Jared Coffin House
489,Gidole,ET,57.61,light rain,5.65,37.37,Shallom mekaneyesus church
491,Sorland,NO,51.21,overcast clouds,67.67,12.69,Sjybrygga fiskecamp
492,Impfondo,CG,71.04,overcast clouds,1.64,18.07,Préfecture de la Likouala
493,The Valley,AI,86.0,shower rain,18.22,-63.06,CeBlue Villas & Beach Resort
494,Chumikan,RU,53.71,overcast clouds,54.72,135.31,Fortuna
496,Puerto Leguizamo,CO,79.48,broken clouds,-0.19,-74.78,la casona de juancho
498,Obera,AR,64.54,broken clouds,-27.49,-55.12,CABAÑAS DORALIA
499,Sao Joao Da Barra,BR,73.31,scattered clouds,-21.64,-41.05,Pousada Porto De Canoas
502,Havoysund,NO,50.0,light intensity drizzle,71.0,24.66,Arctic View Glamping & Restaurant
503,Olafsvik,IS,50.05,overcast clouds,64.89,-23.71,Hotel Olafsvik
504,Whitehorse,CA,57.99,few clouds,60.72,-135.05,The Sternwheeler Hotel & Conference Centre
505,Lata,PT,71.01,clear sky,40.16,-8.33,Casa Maquia
506,Zaragoza,ES,64.4,clear sky,41.66,-0.88,Hotel Goya
507,Chapleau,CA,60.8,overcast clouds,47.84,-83.4,Nemegosenda Lake Lodge
508,Ritchie,ZA,55.4,clear sky,-29.04,24.6,Riverside country club
509,Souillac,MU,69.8,light intensity shower rain,-20.52,57.52,Bils' Villa
511,Kursk,RU,63.37,scattered clouds,51.73,36.19,"Gostinitsa Avrora, Kursk"
512,Harper,LR,76.51,overcast clouds,4.38,-7.72,Screensaver
514,Jablah,SY,73.4,clear sky,35.36,35.93,مدرسة محمد سعيد يونس الثانويه
515,Belawan,ID,75.9,overcast clouds,3.78,98.68,Lilik Hidayat Pulungan
516,Santa Marta,CO,77.0,broken clouds,11.24,-74.2,Hotel La Ballena Azul
518,Byron Bay,AU,64.4,overcast clouds,-28.65,153.62,Backpackers Inn on the Beach
521,Plouzane,FR,55.4,fog,48.38,-4.62,Résidence Nemea Iroise Armorique
523,North Port,US,82.99,overcast clouds,27.04,-82.24,Warm Mineral Springs Motel
524,Dunedin,NZ,53.01,clear sky,-45.87,170.5,Scenic Hotel Southern Cross
525,Saint-Francois,FR,52.0,scattered clouds,46.42,3.91,Manoir Du Bonheur
526,Nouna,BF,73.94,overcast clouds,12.73,-3.87,Hôtel Chez Rose-Marie
528,Jardim,BR,82.58,overcast clouds,-21.48,-56.14,Hotel Estância
529,Gimli,CA,57.99,overcast clouds,50.63,-96.99,Lakeview Gimli Resort
530,New Agutaya,PH,82.89,overcast clouds,10.56,119.31,Club Agutaya
531,Broken Hill,AU,57.2,clear sky,-31.95,141.43,Daydream Motel & Cottages
532,Narrabri,AU,63.0,clear sky,-30.32,149.78,Crossroads Hotel
536,Beaverlodge,CA,53.6,overcast clouds,55.22,-119.44,Side Trax Inn
537,Nadvoitsy,RU,51.15,broken clouds,63.87,34.32,Sever Nadvoitsy
538,Fairbanks,US,60.01,clear sky,64.84,-147.72,Westmark Fairbanks Hotel & Conference Center
539,Owando,CG,72.39,overcast clouds,-0.48,15.9,Exaunel Hotel Owando
541,Vila,PT,60.01,clear sky,42.03,-8.16,Hotel Castrum Villae
543,Macherla,IN,77.99,clear sky,16.48,79.43,BHR
544,Lundazi,ZM,58.64,broken clouds,-12.29,33.18,Country 24 Lodge
546,Mana,GF,78.8,overcast clouds,5.66,-53.78,LE SAMANA
547,Boa Vista,BR,80.6,shower rain,2.82,-60.67,Aipana Plaza Hotel
548,Emerald,AU,70.0,clear sky,-23.53,148.17,The Irish Village
550,Itaituba,BR,84.63,scattered clouds,-4.28,-55.98,Hotel Campos
551,Macara,EC,80.98,few clouds,-4.38,-79.95,Hostal Macará
552,Castilho,BR,80.4,broken clouds,-20.87,-51.49,Casa dos Gadelha
553,Roblin,CA,53.42,overcast clouds,51.23,-101.36,Harvest Moon Inn
554,Villaviciosa,ES,64.0,overcast clouds,43.48,-5.44,Hotel Carlos I
555,Naqadeh,IR,70.57,clear sky,36.96,45.39,Camelot beauty shirin mohammadi.k
556,Bodden Town,KY,87.01,light intensity shower rain,19.28,-81.25,Will T Place
557,Vestmannaeyjar,IS,51.8,drizzle,63.44,-20.27,Glamping & Camping
558,Presidencia Roque Saenz Pena,AR,61.09,overcast clouds,-26.79,-60.44,Hotel Aconcagua
559,Tripoli,LY,82.92,broken clouds,32.88,13.19,Al Waddan Hotel
560,Kyabram,AU,55.99,clear sky,-36.32,145.05,Kyabram Motor Inn
561,Tuxtepec,MX,80.74,overcast clouds,18.1,-96.12,Hotel Tuxtepec
562,Kokkola,FI,53.01,overcast clouds,63.84,23.13,Hotel Kokkola
563,Levelek,HU,66.2,light rain,47.96,21.99,Leveleki Vendégház - Egeres Tanya
564,Mossendjo,CG,71.38,broken clouds,-2.95,12.73,HOTEL D'ASSISE
565,Zhuanghe,CN,73.99,overcast clouds,39.7,122.99,Hanting Express Dalian Zhuanghe Qiansheng
567,Banda Aceh,ID,78.21,overcast clouds,5.56,95.32,OYO 884 Rumoh PMI Hotel
568,Ortona,IT,68.0,clear sky,42.35,14.4,La Casa del Palombaro
570,Manggar,ID,80.31,overcast clouds,-2.88,108.27,Guest Hotel
571,Rawlins,US,89.6,clear sky,41.79,-107.24,Holiday Inn Express Rawlins
572,Bathsheba,BB,82.4,shower rain,13.22,-59.52,Atlantis Hotel
573,Port Blair,IN,82.09,overcast clouds,11.67,92.75,Fortune Resort Bay Island
575,Medicine Hat,CA,59.0,overcast clouds,50.05,-110.67,Ramada Limited Medicine Hat
576,Jaisalmer,IN,84.52,clear sky,26.91,70.92,Hotel Fifu
577,Saint-Gabriel,CA,68.0,clear sky,46.3,-73.38,Auberge Le St Gab
578,Skender Vakuf,BA,62.6,clear sky,44.49,17.38,Motel Kanjon
579,Channel-Port Aux Basques,CA,57.54,clear sky,47.57,-59.14,St. Christopher's Hotel
580,Ayan,RU,54.16,overcast clouds,56.45,138.17,Gostinitsa
581,Haines Junction,CA,60.89,clear sky,60.75,-137.51,Parkside Inn
582,Bucerias,MX,86.0,overcast clouds,20.75,-105.33,Villa del Palmar Flamingos Beach Resort & Spa Riviera Nayarit
583,Roma,US,73.4,clear sky,43.21,-75.46,Wingate By Wyndham Rome
585,Guangyuan,CN,68.0,clear sky,32.44,105.82,Guangyuan Poetry Hotel
586,Bone,DE,54.0,clear sky,51.97,12.14,Sporthotel Wallwitz
587,Halifax,CA,69.01,few clouds,44.65,-63.57,Hotel Halifax
588,Minsk,BY,50.0,fog,53.9,27.57,Minsk Hotel
590,Plettenberg Bay,ZA,56.84,clear sky,-34.05,23.37,Thanda Vista B&B
591,Constitucion,CL,52.3,clear sky,-35.33,-72.42,Hotel Boutique Las Azucenas
592,Chapais,CA,55.4,scattered clouds,49.78,-74.85,Hôtel Opémiska
593,Minab,IR,80.6,clear sky,27.15,57.08,فروشگاه موبایل ترکمانی
594,Moose Factory,CA,57.2,light rain,51.26,-80.61,Cree Village Eco Lodge
595,Petropavlovsk-Kamchatskiy,RU,59.0,broken clouds,53.05,158.65,"ООО ""Гостиничный комплекс ""Петропавловск"""
597,Banff,CA,54.12,overcast clouds,51.18,-115.57,Banff Aspen Lodge
598,Boyolangu,ID,74.68,broken clouds,-8.12,111.89,Yos ega cv
599,Ocos,GT,84.2,broken clouds,14.51,-92.19,La Bajadita
600,Ugoofaaru,MV,82.18,heavy intensity rain,5.67,73.0,Ungoofaaru Inn
601,Bougouni,ML,71.91,broken clouds,11.42,-7.48,Non Stop
603,Preobrazheniye,RU,68.76,moderate rain,42.9,133.91,Campsite Orlan
604,Menongue,AO,60.42,clear sky,-14.66,17.69,Ritz Lauca
605,Jining,CN,69.57,clear sky,35.41,116.58,Yunhe Star Hotel
607,Stephenville,US,89.6,scattered clouds,32.22,-98.2,La Quinta Inn & Suites by Wyndham Stephenville
608,Maxixe,MZ,66.72,scattered clouds,-23.86,35.35,Oceano
609,Vaitape,PF,78.94,light rain,-16.52,-151.75,Conrad Bora Bora Nui
610,Shimoda,JP,75.0,broken clouds,34.67,138.95,Shimoda Tokyu Hotel
611,Alta Gracia,AR,59.0,scattered clouds,-31.65,-64.43,Hotel Ritz
612,Greenville,US,80.6,scattered clouds,35.61,-77.37,Holiday Inn Express Greenville
613,Smithers,CA,57.2,broken clouds,54.78,-127.17,Prestige Hudson Bay Lodge
614,Belmonte,BR,73.4,broken clouds,-15.86,-38.88,Pousada Monte Carmelo O Pão
618,Zhanaozen,KZ,66.78,clear sky,43.3,52.8,K.korabay 28A
619,Toamasina,MG,64.4,shower rain,-18.17,49.38,Hotel H1
620,Brive-La-Gaillarde,FR,57.99,few clouds,45.25,1.5,Hotel le garavet
621,Richards Bay,ZA,64.11,broken clouds,-28.78,32.04,BON Hotel Waterfront Richards Bay
622,Xining,CN,50.02,clear sky,36.62,101.77,Super Leisure Hotel
623,Ilhabela,BR,70.16,few clouds,-23.78,-45.36,Ilha Flat Hotel
624,Alencon,FR,55.4,clear sky,48.43,0.08,ibis Alençon
625,Maningrida,AU,75.25,broken clouds,-12.07,134.27,Dhukurrdji Lodge
626,Prince Rupert,CA,59.0,mist,54.32,-130.32,Crest Hotel
628,Cairns,AU,72.0,light intensity shower rain,-16.92,145.77,Mantra Trilogy Cairns
629,Faya,SA,69.8,clear sky,18.39,42.45,مقبرة ال مجمل
630,Puerto Carreno,CO,84.2,scattered clouds,6.19,-67.49,Casa Hotel Victoria
631,Peniche,PT,68.0,clear sky,39.36,-9.38,Hotel Star inn Peniche
632,Tianpeng,CN,73.99,few clouds,30.99,103.94,Shuangliu Love Home Business Hotel
633,Termiz,UZ,68.0,clear sky,37.22,67.28,Intourist Hotel
635,Nhamunda,BR,88.14,broken clouds,-2.19,-56.71,Pousada Da Praia
636,Stolin,BY,57.22,broken clouds,51.89,26.85,Stolinskiy Khlebozavod
637,Catia La Mar,VE,87.8,few clouds,10.6,-67.03,HOTEL PLAYA GRANDE CARIBE
638,Mao,ES,73.4,few clouds,39.89,4.27,ARTIEM Capri
640,Christchurch,NZ,55.99,clear sky,-43.53,172.63,"Chateau on the Park - Christchurch, a DoubleTree by Hilton"
641,Iquique,CL,60.8,overcast clouds,-20.22,-70.14,Backpacker`s Hostel Iquique
642,Luanda,AO,71.6,broken clouds,-8.84,13.23,EPIC SANA Luanda
643,Finca Blanco,PA,75.2,thunderstorm with light rain,8.38,-82.87,Parque Infantil de Finca Blanco
646,Prainha,BR,78.24,scattered clouds,-1.8,-53.48,Hotel Brasília
647,Malvern,US,88.0,clear sky,34.36,-92.81,Americas Best Value Inn Malvern
648,San Carlos De Bariloche,AR,55.4,clear sky,-41.15,-71.31,Hotel Patagonia
649,Waddan,LY,76.55,clear sky,29.16,16.14,محل الشريف محمد العايب
650,Abonnema,NG,74.66,overcast clouds,4.71,6.79,Corper's Lodge Obonoma
653,San Carlos Del Zulia,VE,81.97,clear sky,9.0,-71.91,CHS
654,Sarangani,PH,83.95,moderate rain,5.4,125.46,Ballistic Islet
656,Sibu,MY,73.4,scattered clouds,2.3,111.82,RH HOTEL (4 Star)
657,Parola,IN,79.5,broken clouds,20.88,75.12,"Krushana Papad & Shevai Kendra, PAROLA"
658,Kungsbacka,SE,57.99,shower rain,57.49,12.08,Hotell Halland AB
661,Gainesville,US,80.01,scattered clouds,29.65,-82.32,Wyndham Garden Gainesville
662,Bemidji,US,68.0,scattered clouds,47.47,-94.88,Hampton Inn & Suites Bemidji
663,Itatiba,BR,82.4,clear sky,-23.01,-46.84,Orion Hotel JWF Itatiba
665,Bandar-E Lengeh,IR,86.56,clear sky,26.56,54.88,کافی نت پارس
666,Alappuzha,IN,77.81,broken clouds,9.49,76.33,Panoramic Sea Resort
668,Kasama,ZM,52.38,clear sky,-10.21,31.18,Kalebalika Cottages
669,Sadon,RU,64.4,light rain,42.85,44.0,Pik Turista
670,Nara,JP,82.0,broken clouds,34.69,135.8,Guesthouse Nara Komachi
672,Kampli,IN,75.88,few clouds,15.4,76.62,Government Hostel Kampli
674,Surt,LY,77.9,clear sky,31.21,16.59,City Hotel
675,Troitsko-Pechorsk,RU,51.93,broken clouds,62.71,56.2,Pechora Gostinitsa
676,Kailua,US,86.0,broken clouds,21.4,-157.74,Sheffield House Bed & Breakfast
677,Glenwood Springs,US,89.01,clear sky,39.55,-107.32,Glenwood Springs Cedar Lodge
678,Margate,GB,61.0,clear sky,51.38,1.39,Premier Inn Margate hotel
680,Linxia,CN,54.82,clear sky,35.6,103.21,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
681,Creel,MX,68.59,clear sky,27.75,-107.63,The Lodge at Creel Hotel & SPA
682,Pingyin,CN,79.0,clear sky,36.28,116.45,Meiyuan Hotel
683,Nola,IT,69.8,clear sky,40.92,14.53,Pamaran Hotel
684,Springdale,US,87.8,few clouds,36.19,-94.13,Springdale Inn
685,Davila,PH,77.0,few clouds,18.47,120.58,SITIO 3 DAVILA PASUQUIN
687,San Patricio,MX,89.6,broken clouds,19.22,-104.7,Hotel Cabo Blanco
688,Ilebo,CD,72.81,broken clouds,-4.32,20.58,Hôtel des palmes
689,Banjarmasin,ID,77.0,scattered clouds,-3.32,114.59,Swiss-Belhotel Borneo Banjarmasin
690,Nova Dubnica,SK,59.0,light rain,48.93,18.15,Hotel Margit
691,Nianzishan,CN,59.43,clear sky,47.52,122.88,Wenhua Hotel
692,Valea Dragului,RO,73.0,clear sky,44.21,26.3,Domeniul Ion
693,Shache,CN,67.44,overcast clouds,38.42,77.24,Delong Hotel
694,Wamba,NG,70.79,broken clouds,8.93,8.6,Roma Zee Guest House Annex
696,Cradock,ZA,54.82,broken clouds,-32.16,25.62,Die Hoekhuis
697,Topolobampo,MX,78.8,overcast clouds,25.6,-109.05,Hotel Marina Topolobampo
701,Anupgarh,IN,89.51,clear sky,29.19,73.21,Setia Villa
702,Jiangdu,CN,78.01,clear sky,32.43,119.56,Yangzhou Bailemen Hotel
703,Portland,US,90.0,smoke,45.52,-122.68,Portland Marriott City Center
707,Ambon,ID,79.0,moderate rain,-3.7,128.18,Swiss-Belhotel Ambon
708,Zhangye,CN,65.41,few clouds,38.93,100.45,Zhangye Lvzhou Holiday Inn
710,Veselynove,UA,69.55,clear sky,47.36,31.23,Золотой фазан
711,Bonoua,CI,77.0,few clouds,5.27,-3.6,Hotel Bon Samaritian
713,Rzhev,RU,61.0,light rain,56.26,34.33,Hostel Na Razina
714,Malartic,CA,62.6,broken clouds,48.13,-78.13,Camping Regional De Malartic
715,Viedma,AR,55.99,clear sky,-40.81,-63.0,Hotel Cristal
718,Ayr,GB,55.4,few clouds,55.46,-4.63,Mercure Ayr Hotel
